grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
X, ida, gap, pancake28, "8 3 11 9 2 21 23 24 1 13 19 27 6 5 7 17 22 10 14 25 26 15 18 4 20 0 12 16", 26, 25, 45327, 0.004504, 1.0063721137e+07
X, ida, gap, pancake28, "13 10 1 18 23 27 8 6 17 21 12 2 16 7 25 11 15 22 0 5 9 14 20 3 26 24 4 19", 29, 28, 96995, 0.009701, 9.9984537677e+06
X, ida, gap, pancake28, "8 7 12 24 25 5 23 4 13 0 27 18 14 19 16 2 15 1 21 26 20 6 10 3 22 11 9 17", 27, 26, 111773, 0.011813, 9.4618640481e+06
X, ida, gap, pancake28, "21 6 4 17 23 20 13 12 5 22 8 7 18 14 27 16 9 24 25 15 3 1 10 11 26 0 2 19", 25, 24, 238961, 0.024279, 9.8422916924e+06
X, ida, gap, pancake28, "5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1", 26, 25, 35695, 0.003799, 9.3958936562e+06
X, ida, gap, pancake28, "14 20 12 4 9 8 3 7 5 13 26 2 23 22 21 18 25 19 6 17 27 11 15 0 10 1 24 16", 26, 25, 38706, 0.003719, 1.0407636461e+07
X, ida, gap, pancake28, "3 19 10 21 26 16 23 24 5 7 18 22 11 8 15 1 4 20 9 12 0 2 27 25 14 13 17 6", 27, 26, 32666, 0.003272, 9.9834963325e+06
X, ida, gap, pancake28, "11 24 4 16 18 10 1 15 0 13 3 9 23 12 20 19 26 27 7 17 25 21 6 2 14 8 22 5", 27, 26, 1004929, 0.099341, 1.0115954138e+07
X, ida, gap, pancake28, "19 20 2 9 16 14 27 12 24 26 3 0 25 11 17 5 21 22 10 4 8 23 1 18 7 13 15 6", 27, 26, 50658, 0.004871, 1.0399917881e+07
X, ida, gap, pancake28, "3 26 4 6 22 14 25 11 13 21 0 17 10 5 7 24 19 9 2 23 1 15 12 18 20 8 16 27", 27, 27, 58537, 0.005747, 1.0185662085e+07
X, ida, gap, pancake28, "14 5 1 16 19 23 15 4 8 20 6 17 24 2 10 25 0 7 18 21 11 13 9 3 27 26 12 22", 28, 27, 603187, 0.059501, 1.0137426262e+07
X, ida, gap, pancake28, "25 14 11 17 3 9 7 26 5 1 0 21 20 8 24 18 10 16 27 23 4 6 15 22 19 2 12 13", 26, 25, 248961, 0.024540, 1.0145110024e+07
X, ida, gap, pancake28, "17 20 25 19 5 12 10 7 6 3 9 11 0 24 26 18 4 14 22 21 13 2 27 1 23 8 16 15", 26, 25, 108007, 0.010485, 1.0301096805e+07
X, ida, gap, pancake28, "4 14 3 11 7 12 0 21 19 1 8 27 16 10 9 18 25 13 20 17 22 23 5 2 24 6 15 26", 27, 26, 160678, 0.016001, 1.0041747391e+07
X, ida, gap, pancake28, "4 18 23 25 20 7 24 6 16 11 27 17 19 3 13 12 2 1 0 15 22 26 8 9 21 10 14 5", 25, 24, 36456, 0.003533, 1.0318709312e+07
X, ida, gap, pancake28, "15 0 5 23 20 4 1 10 16 7 24 26 25 27 9 14 13 8 18 11 2 22 6 12 17 3 21 19", 28, 26, 3962972, 0.382801, 1.0352564387e+07
X, ida, gap, pancake28, "21 3 13 20 26 23 16 17 18 25 4 6 15 1 9 5 19 7 0 27 24 22 10 2 12 14 8 11", 27, 26, 122502, 0.012066, 1.0152660368e+07
X, ida, gap, pancake28, "14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17", 28, 27, 204366, 0.020707, 9.8694161395e+06
X, ida, gap, pancake28, "8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11", 27, 27, 25576, 0.002476, 1.0329563813e+07
X, ida, gap, pancake28, "2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4", 27, 27, 75556, 0.007328, 1.0310589520e+07
X, ida, gap, pancake28, "21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13", 27, 27, 25239, 0.002461, 1.0255587160e+07
X, ida, gap, pancake28, "24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22", 28, 27, 91741, 0.009560, 9.5963389121e+06
X, ida, gap, pancake28, "15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22", 25, 25, 5319, 0.000509, 1.0449901768e+07
X, ida, gap, pancake28, "27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26", 27, 26, 35528, 0.003450, 1.0297971014e+07
X, ida, gap, pancake28, "17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21", 27, 27, 4754, 0.000513, 9.2670565302e+06
X, ida, gap, pancake28, "23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10", 25, 24, 47461, 0.004632, 1.0246329879e+07
X, ida, gap, pancake28, "2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10", 28, 27, 312722, 0.032369, 9.6611572801e+06
X, ida, gap, pancake28, "16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10", 27, 27, 15506, 0.001730, 8.9630057803e+06
X, ida, gap, pancake28, "1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24", 27, 26, 21153, 0.002210, 9.5714932127e+06
X, ida, gap, pancake28, "1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2", 27, 26, 424820, 0.042835, 9.9175907552e+06
X, ida, gap, pancake28, "20 2 16 9 10 6 7 1 4 22 15 5 3 19 17 18 27 14 8 12 24 13 23 0 11 26 21 25", 26, 25, 777931, 0.077491, 1.0038985172e+07
X, ida, gap, pancake28, "2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5", 28, 28, 19949, 0.001951, 1.0225012814e+07
X, ida, gap, pancake28, "1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27", 26, 25, 23650, 0.002771, 8.5348249729e+06
X, ida, gap, pancake28, "25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21", 25, 25, 9238, 0.001005, 9.1920398010e+06
X, ida, gap, pancake28, "9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23", 26, 26, 4926, 0.000527, 9.3472485769e+06
X, ida, gap, pancake28, "18 2 7 13 11 19 24 21 22 23 4 20 25 17 10 16 6 5 0 8 15 9 14 3 12 26 1 27", 25, 24, 11501, 0.001154, 9.9662045061e+06
X, ida, gap, pancake28, "26 19 21 9 1 5 22 16 0 18 23 4 27 3 6 11 25 13 8 17 24 2 15 20 12 7 10 14", 29, 28, 108037, 0.010546, 1.0244358050e+07
X, ida, gap, pancake28, "25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1", 26, 25, 135179, 0.013547, 9.9785192293e+06
X, ida, gap, pancake28, "1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24", 25, 25, 5635, 0.000581, 9.6987951807e+06
X, ida, gap, pancake28, "3 26 8 6 5 16 25 12 23 20 10 21 13 0 22 19 17 11 7 4 15 14 1 9 24 2 18 27", 26, 25, 22684, 0.002215, 1.0241083521e+07
X, ida, gap, pancake28, "25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18", 28, 27, 41811, 0.004010, 1.0426683292e+07
X, ida, gap, pancake28, "15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5", 27, 27, 12833, 0.001702, 7.5399529965e+06
X, ida, gap, pancake28, "15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9", 27, 26, 73941, 0.007247, 1.0202980544e+07
X, ida, gap, pancake28, "14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23", 27, 26, 14541, 0.001380, 1.0536956522e+07
X, ida, gap, pancake28, "15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12", 27, 27, 5193, 0.000534, 9.7247191011e+06
X, ida, gap, pancake28, "24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23", 29, 28, 147300, 0.014486, 1.0168438492e+07
X, ida, gap, pancake28, "16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21", 26, 25, 39863, 0.004037, 9.8744116919e+06
X, ida, gap, pancake28, "1 7 12 23 14 8 22 4 18 25 11 10 6 17 13 21 24 15 5 16 20 27 2 3 19 9 0 26", 26, 26, 16678, 0.001604, 1.0397755611e+07
X, ida, gap, pancake28, "5 4 21 23 14 20 0 10 13 9 16 1 22 2 25 27 12 8 17 6 26 7 24 19 3 18 11 15", 27, 27, 11490, 0.001157, 9.9308556612e+06
X, ida, gap, pancake28, "5 14 16 8 15 21 11 4 17 27 0 18 13 20 23 19 6 2 7 1 25 24 22 26 10 12 9 3", 27, 27, 9837, 0.000920, 1.0692391304e+07
X, ida, gap, pancake28, "2 22 24 16 6 10 27 14 5 20 21 13 4 25 23 0 17 11 7 12 8 3 26 1 19 9 18 15", 27, 27, 13366, 0.001340, 9.9746268657e+06
X, ida, gap, pancake28, "20 0 21 2 3 9 1 12 24 14 27 4 17 19 15 18 22 5 7 16 10 6 13 25 23 26 8 11", 28, 27, 73988, 0.007787, 9.5014768203e+06
X, ida, gap, pancake28, "25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23", 28, 27, 82040, 0.008274, 9.9153976311e+06
X, ida, gap, pancake28, "6 22 12 0 26 8 27 7 20 15 16 13 1 14 17 24 21 4 9 19 5 23 11 2 3 25 18 10", 27, 26, 13766, 0.001523, 9.0387393303e+06
X, ida, gap, pancake28, "15 0 6 9 8 25 2 16 26 1 14 12 13 5 27 23 17 11 10 20 4 21 24 7 19 22 18 3", 26, 25, 265554, 0.025924, 1.0243558093e+07
X, ida, gap, pancake28, "7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3", 25, 25, 579, 0.000057, 1.0157894737e+07
X, ida, gap, pancake28, "7 12 15 13 3 5 22 26 23 18 20 16 1 6 8 19 21 10 4 9 25 11 14 0 24 27 2 17", 28, 28, 67119, 0.006680, 1.0047754491e+07
X, ida, gap, pancake28, "18 5 4 14 24 12 17 20 22 27 2 3 26 9 16 0 10 11 6 21 8 25 15 23 1 19 7 13", 26, 25, 14163, 0.001376, 1.0292877907e+07
X, ida, gap, pancake28, "24 1 15 12 22 27 13 2 10 19 14 3 17 23 21 9 0 6 18 7 20 11 16 26 5 25 4 8", 28, 28, 2913, 0.000277, 1.0516245487e+07
X, ida, gap, pancake28, "27 16 2 6 11 24 8 25 15 14 20 17 26 23 12 9 13 5 0 1 7 10 22 19 18 21 3 4", 25, 24, 17991, 0.002052, 8.7675438596e+06
X, ida, gap, pancake28, "16 13 7 6 12 4 10 8 0 24 2 18 17 21 25 19 11 5 14 15 26 23 9 1 27 22 3 20", 26, 25, 79106, 0.008200, 9.6470731707e+06
X, ida, gap, pancake28, "19 17 22 25 26 10 5 13 23 0 16 21 3 24 15 7 27 1 14 20 6 4 9 12 11 2 8 18", 27, 26, 61416, 0.006201, 9.9042089985e+06
X, ida, gap, pancake28, "27 22 24 4 1 14 17 12 21 20 23 2 8 13 25 16 7 9 3 10 26 11 6 15 0 19 18 5", 27, 26, 264423, 0.027254, 9.7021721582e+06
X, ida, gap, pancake28, "25 3 9 0 4 21 19 15 23 17 6 18 11 24 16 7 20 8 13 14 12 1 26 2 10 27 5 22", 27, 27, 29413, 0.002885, 1.0195147314e+07
X, ida, gap, pancake28, "5 27 23 20 17 24 14 4 9 6 15 2 13 1 12 25 8 19 3 21 7 10 26 11 0 18 22 16", 29, 28, 244292, 0.024797, 9.8516756059e+06
X, ida, gap, pancake28, "2 26 17 23 3 16 20 15 12 7 13 19 24 11 5 10 21 27 1 9 0 25 14 6 22 8 18 4", 28, 28, 30000, 0.003141, 9.5510983763e+06
X, ida, gap, pancake28, "19 10 18 21 4 8 25 7 24 16 15 14 2 11 23 1 0 12 3 26 17 22 13 6 27 9 5 20", 26, 25, 222892, 0.022554, 9.8825928882e+06
X, ida, gap, pancake28, "27 13 21 26 14 11 16 2 7 9 4 10 8 25 6 24 17 20 15 22 23 12 5 3 19 18 1 0", 25, 25, 1773, 0.000169, 1.0491124260e+07
X, ida, gap, pancake28, "1 11 21 14 16 17 27 18 19 9 8 12 6 25 0 15 5 13 20 26 3 4 24 22 10 7 2 23", 25, 24, 34732, 0.003976, 8.7354124748e+06
X, ida, gap, pancake28, "13 27 7 16 24 25 8 12 0 26 22 14 2 15 4 23 9 21 19 18 1 17 20 6 5 3 10 11", 24, 24, 2176, 0.000260, 8.3692307692e+06
X, ida, gap, pancake28, "16 11 8 9 12 10 18 24 5 20 22 0 15 19 1 17 3 13 21 6 7 4 26 23 2 14 25 27", 25, 25, 9418, 0.000924, 1.0192640693e+07
X, ida, gap, pancake28, "7 16 13 3 22 6 5 19 24 11 8 25 21 14 4 9 1 10 17 20 15 23 27 2 12 26 18 0", 28, 27, 169955, 0.017114, 9.9307584434e+06
X, ida, gap, pancake28, "11 0 7 2 1 3 25 4 20 16 12 17 26 19 5 13 10 9 21 14 18 8 23 27 22 15 6 24", 27, 26, 91327, 0.009427, 9.6878116050e+06
X, ida, gap, pancake28, "4 22 23 2 14 6 20 18 27 21 3 15 16 17 1 12 10 24 11 13 5 9 19 25 26 7 0 8", 26, 24, 1174531, 0.113519, 1.0346558726e+07
X, ida, gap, pancake28, "7 5 27 2 22 16 25 26 13 23 3 17 15 21 12 24 10 9 14 19 1 4 8 0 18 20 6 11", 27, 26, 79063, 0.007917, 9.9864847796e+06
X, ida, gap, pancake28, "19 27 21 25 12 11 5 20 9 14 6 2 1 26 16 8 22 7 18 15 0 24 10 13 3 4 23 17", 26, 25, 795486, 0.077688, 1.0239496447e+07
X, ida, gap, pancake28, "4 24 26 18 23 7 2 3 6 0 12 8 15 25 21 17 5 1 13 22 16 10 20 27 11 14 9 19", 28, 27, 55926, 0.005520, 1.0131521739e+07
X, ida, gap, pancake28, "19 5 0 15 13 18 17 27 20 4 1 21 26 11 24 23 10 3 8 16 25 22 14 12 2 7 9 6", 27, 26, 152758, 0.015038, 1.0158132730e+07
X, ida, gap, pancake28, "24 14 2 0 18 6 25 22 7 5 10 12 16 1 11 20 19 8 4 13 21 23 27 3 15 17 26 9", 28, 27, 1241073, 0.122275, 1.0149850746e+07
X, ida, gap, pancake28, "8 13 27 2 3 10 0 26 15 18 21 12 4 6 17 14 16 23 24 7 9 25 1 11 20 19 5 22", 26, 25, 683092, 0.065914, 1.0363382589e+07
X, ida, gap, pancake28, "17 13 10 15 23 3 9 12 0 25 18 6 14 27 22 21 20 19 7 2 5 24 4 8 26 1 16 11", 25, 25, 283, 0.000030, 9.4333333333e+06
X, ida, gap, pancake28, "19 6 1 22 25 21 8 5 27 12 24 3 7 23 17 10 9 4 11 14 0 26 15 18 20 13 2 16", 28, 27, 44940, 0.004409, 1.0192787480e+07
X, ida, gap, pancake28, "24 6 5 2 18 4 23 15 22 14 11 27 26 17 10 20 16 3 8 13 7 1 21 19 25 12 0 9", 27, 26, 63877, 0.006331, 1.0089559311e+07
X, ida, gap, pancake28, "25 26 0 27 6 3 18 15 16 4 8 17 23 1 9 5 21 2 19 12 11 7 10 20 13 14 24 22", 25, 24, 83882, 0.008362, 1.0031332217e+07
X, ida, gap, pancake28, "21 14 1 10 22 18 2 25 8 27 15 6 5 12 0 24 17 4 20 19 11 23 13 7 3 16 26 9", 27, 26, 118760, 0.011865, 1.0009270965e+07
X, ida, gap, pancake28, "27 5 9 1 24 16 15 21 22 11 25 2 13 10 18 12 20 17 6 26 19 4 0 8 23 3 7 14", 26, 26, 17231, 0.001732, 9.9486143187e+06
X, ida, gap, pancake28, "25 3 14 12 1 16 20 21 24 15 2 23 6 11 22 17 10 13 8 0 19 7 18 5 27 9 4 26", 27, 27, 21511, 0.002519, 8.5394998015e+06
X, ida, gap, pancake28, "24 10 11 26 8 27 0 6 15 25 5 1 14 7 17 13 21 2 23 4 3 12 9 16 22 19 20 18", 26, 25, 84521, 0.008555, 9.8797194623e+06
X, ida, gap, pancake28, "1 12 25 22 14 4 3 24 27 11 2 5 21 6 9 26 7 19 17 18 13 8 0 15 16 20 10 23", 26, 25, 13256, 0.001310, 1.0119083969e+07
X, ida, gap, pancake28, "19 14 4 6 23 15 2 1 0 8 7 22 17 5 12 10 25 18 21 26 9 3 11 13 27 20 24 16", 26, 25, 359676, 0.037693, 9.5422492240e+06
X, ida, gap, pancake28, "21 1 16 17 15 14 20 27 25 4 8 22 24 9 10 11 6 23 5 13 0 19 18 12 2 7 3 26", 24, 23, 391727, 0.038892, 1.0072174226e+07
X, ida, gap, pancake28, "7 18 27 20 11 8 9 15 3 26 16 5 14 21 4 23 2 1 22 25 0 13 10 6 17 19 12 24", 26, 26, 20278, 0.002409, 8.4176006642e+06
X, ida, gap, pancake28, "5 19 11 16 0 18 8 25 27 21 2 24 20 7 9 10 1 22 6 15 26 23 4 14 13 17 12 3", 26, 26, 3529, 0.000415, 8.5036144578e+06
X, ida, gap, pancake28, "27 0 24 8 18 4 9 2 14 21 1 11 22 20 10 19 25 7 12 23 6 5 26 16 13 15 17 3", 28, 27, 495016, 0.067802, 7.3009055780e+06
X, ida, gap, pancake28, "26 24 17 7 21 4 20 14 13 10 3 27 9 16 18 1 23 19 2 15 8 12 0 5 22 6 25 11", 27, 27, 4496, 0.000533, 8.4352720450e+06
X, ida, gap, pancake28, "15 3 2 19 11 14 13 22 26 20 17 1 0 6 16 12 7 24 9 4 21 8 27 18 5 23 10 25", 26, 25, 15475, 0.001753, 8.8277239019e+06
X, ida, gap, pancake28, "4 18 2 24 21 14 17 13 7 15 26 22 19 6 27 1 11 25 20 0 10 8 3 12 5 9 23 16", 29, 28, 78723, 0.007998, 9.8428357089e+06
X, ida, gap, pancake28, "15 5 7 24 4 3 18 1 13 17 10 26 16 22 19 25 14 6 27 2 8 11 0 20 23 9 12 21", 28, 27, 210742, 0.024868, 8.4744249638e+06
X, ida, gap, pancake28, "20 9 2 16 25 13 10 14 0 21 24 22 17 11 3 6 18 1 15 26 27 5 23 8 7 19 12 4", 27, 26, 57885, 0.006791, 8.5237814755e+06
X, ida, gap, pancake28, "23 24 21 10 12 2 18 16 19 27 13 20 11 17 6 1 3 7 4 14 0 15 8 5 25 9 26 22", 27, 27, 40957, 0.005022, 8.1555157308e+06
X, ida, gap, pancake28, "10 5 7 18 13 3 19 16 20 8 15 12 6 21 1 22 9 25 27 23 14 24 0 17 4 2 26 11", 28, 28, 111693, 0.013070, 8.5457536343e+06
X, ida, gap, pancake28, "7 23 25 22 0 1 26 11 6 14 17 5 16 20 2 4 21 18 12 19 3 13 9 15 24 8 27 10", 27, 27, 27308, 0.002633, 1.0371439423e+07
X, ida, gap, pancake28, "7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15", 29, 28, 416055, 0.045391, 9.1660241017e+06
X, ida, gap, pancake28, "1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5", 26, 25, 43249, 0.004357, 9.9263254533e+06
X, ida, gap, pancake28, "24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26", 28, 28, 2070, 0.000214, 9.6728971963e+06
